SIS_CD,PLAN_DESCR,PLAN_TYPE,PLO_NBR,PLO
MS  617L&S,Freshwater & Marine Sci MS,MAJ,6,Communicate clearly in ways appropriate to the field of study.
MS  617L&S,Freshwater & Marine Sci MS,MAJ,7,Recognize and applies principles of ethical conduct.
PHD 617L&S,Freshwater & Marine Sci PHD,MAJ,1,"Articulate challenges, frontiers, and limits with respect to theory, knowledge or practice within relevant areas of freshwater and marine sciences."
PHD 617L&S,Freshwater & Marine Sci PHD,MAJ,2,"Formulate ideas, concepts, designs, and/or techniques beyond the current boundaries of knowledge within the students' relevant research field(s)."
PHD 617L&S,Freshwater & Marine Sci PHD,MAJ,3,Conduct research that makes a substantive contribution.
PHD 617L&S,Freshwater & Marine Sci PHD,MAJ,4,Demonstrate breadth within freshwater and marine sciences.
PHD 617L&S,Freshwater & Marine Sci PHD,MAJ,5,Communicate complex or ambiguous ideas in a clear and understandable manner.
PHD 617L&S,Freshwater & Marine Sci PHD,MAJ,6,Consider the implications of the discipline to broader societal concerns.
PHD 617L&S,Freshwater & Marine Sci PHD,MAJ,7,Foster ethical conduct and professional guidelines.
UNCS453,Fundmntls of Clinic Rsrch CAP,CAP,1,Determine when it is appropriate to use a patient -oriented research design to investigate a translational clinical problem.
UNCS453,Fundmntls of Clinic Rsrch CAP,CAP,2,Understand the principles of clinical research design and statistical analysis.
UNCS453,Fundmntls of Clinic Rsrch CAP,CAP,3,Understand the principles of multidisciplinary patient -oriented clinical research protocols.
UNCS453,Fundmntls of Clinic Rsrch CAP,CAP,4,"Apply and foster professional, ethical and responsible conduct of  clinical research."
GCRT453,Fundmntls of Clinic Rsrch GCrt,CRT,1,Determine when it is appropriate to use a patient-oriented research design to investigate a translational clinical problem.
GCRT453,Fundmntls of Clinic Rsrch GCrt,CRT,2,Understand the principles of clinical research design and statistical analysis.
GCRT453,Fundmntls of Clinic Rsrch GCrt,CRT,3,Understand the principles of multidisciplinary patient-oriented clinical research protocols.
GCRT453,Fundmntls of Clinic Rsrch GCrt,CRT,4,"Apply and foster professional, ethical and responsible conduct of clinical research."
UNCS361,GIS Fundamentals CAP,CAP,1,Establish a foundation in the conceptual underpinnings of GIS technology in order to make informed use of current GIS applications in real world problem solving.
UNCS361,GIS Fundamentals CAP,CAP,2,Acquire basic technological skills needed in applying GIS towards a wide variety of disciplines while gaining experience with common commercial and open-source GIS software.
CERT359,Game Design UCrt,CRT,1,Utilize the design and technical skills necessary to create games.
CERT359,Game Design UCrt,CRT,2,Discuss the critical and theoretical perspectives necessary to understand the production and reception contexts in/for which they design such games.
BA  993,Gender & Women's Studies BA,MAJ,1,"Knowledge of core concepts of gender and women?s studies, including: gender, intersectionality, feminist theory, epistemology, class, race/ethnicity, global processes, sexuality, disability & embodiment, health and science, and contemporary and historical issues."
BA  993,Gender & Women's Studies BA,MAJ,2,"Intellectual and practical skills relating to gender and women?s studies, including: problem solving, research and inquiry, interdisciplinarity, critical thinking, writing, oral communication, collaboration, creativity, and career skills."
BA  993,Gender & Women's Studies BA,MAJ,3,"Personal and social responsibility anchored through active involvement with diverse communities and real-world challenges. This category may include things like developing critical self and social awareness, applying ethical frameworks, learning through engaged practices."
BA  993,Gender & Women's Studies BA,MAJ,4,"Integrative learning demonstrated through the application of knowledge, skills and responsibilities to new settings and complex problems. This category may be acquired through advanced accomplishment and/or the application beyond the Gender & Women?s Studies classroom to, for example, one?s life, to activist project, and/or to non-Gender & Women?s Studies academic coursework."
GCRT810,Gender & Women's Studies GCrt,CRT,1,"Demonstrate interdisciplinary understanding of major theories, methods, and debates in Gender and Women?s Studies."
GCRT810,Gender & Women's Studies GCrt,CRT,2,"Demonstrate the practical skills related to Gender and Women?s Studies, such as critical thinking and intersectional analysis, critical literature review; research methods, and written and oral communication."
GCRT810,Gender & Women's Studies GCrt,CRT,3,Understand the interdisciplinary nature of Gender and Women?s Studies and the ways these relate to theoretical and methodological shifts in the field as well as to the institutions that shape everyday life.
GCRT810,Gender & Women's Studies GCrt,CRT,4,"Develop Gender and Women?s Studies knowledge, skills, and social engagement and demonstrate how these ideas can be applied to new settings, ideas, and understandings."
MA  975L&S,Gender & Women's Studies MA,MAJ,1,"Demonstrate the ability to read, understand, and critique the major concepts and theories related to feminism, women, and gender, and apply these critical perspectives across disciplines."
MA  975L&S,Gender & Women's Studies MA,MAJ,2,Understanding of historical and contemporary agency by people across a spectrum of gender and the ways this agency has shaped lives in various geographic settings.
MA  975L&S,Gender & Women's Studies MA,MAJ,3,"Demonstrate the ability to analyze the intersections between gender and other socially meaningful categories, such as race, class, gender identity, ethnicity, disability, nation, religion, and sexuality, and to explain how gender functions as a social institution."
MA  975L&S,Gender & Women's Studies MA,MAJ,4,"Demonstrate the ability to conduct interdisciplinary feminist analysis that (1) includes a critical literature review, (2) selects appropriate research methodologies, and (3) proposes an appropriate research design to collect, analyze, interpret, and present findings."
